 0.00000000e+00 0.00000000e+00 5.34000000e+00 1.00000000e-02 1.22000000e+01
 9.00000000e-03 0.00000000e+00 5.39000000e+00 -3.80000000e-01 1.22000000e+01
 1.90000000e-02 0.00000000e+00 5.38000000e+00 -5.90000000e-01 1.21000000e+01
 2.90000000e-02 0.00000000e+00 5.31000000e+00 -5.00000000e-01 1.20000000e+01
 3.90000000e-02 0.00000000e+00 5.22000000e+00 -2.00000000e-01 1.20000000e+01
 4.90000000e-02 0.00000000e+00 5.16000000e+00 1.40000000e-01 1.20000000e+01
 5.90000000e-02 0.00000000e+00 5.12000000e+00 4.10000000e-01 1.20000000e+01
 6.90000000e-02 0.00000000e+00 5.13000000e+00 5.20000000e-01 1.20000000e+01
 7.90000000e-02 0.00000000e+00 5.16000000e+00 5.00000000e-01 1.20000000e+01
 8.90000000e-02 0.00000000e+00 5.21000000e+00 2.90000000e-01 1.20000000e+01
 1.01000000e-01 0.00000000e+00 5.27000000e+00 -4.00000000e-02 1.20000000e+01
 1.09000000e-01 0.00000000e+00 5.34000000e+00 -3.60000000e-01 1.19000000e+01
 1.19000000e-01 0.00000000e+00 5.40000000e+00 -6.50000000e-01 1.18000000e+01
 1.29000000e-01 0.00000000e+00 5.45000000e+00 -8.30000000e-01 1.17000000e+01
 1.39000000e-01 0.00000000e+00 5.48000000e+00 -9.10000000e-01 1.15000000e+01
 1.49000000e-01 0.00000000e+00 5.49000000e+00 -9.70000000e-01 1.13000000e+01
 1.59000000e-01 0.00000000e+00 5.51000000e+00 -1.00000000e+00 1.12000000e+01
 1.69000000e-01 0.00000000e+00 5.53000000e+00 -1.06000000e+00 1.10000000e+01
 1.79000000e-01 0.00000000e+00 5.53000000e+00 -1.05000000e+00 1.08000000e+01
 1.89000000e-01 0.00000000e+00 5.51000000e+00 -9.80000000e-01 1.07000000e+01
 1.99000000e-01 0.00000000e+00 5.47000000e+00 -1.01000000e+00 1.05000000e+01
 2.09000000e-01 0.00000000e+00 5.38000000e+00 -9.30000000e-01 1.03000000e+01
 2.19000000e-01 0.00000000e+00 5.25000000e+00 -7.30000000e-01 1.02000000e+01
 2.29000000e-01 0.00000000e+00 5.09000000e+00 -3.70000000e-01 1.02000000e+01
 2.39000000e-01 0.00000000e+00 4.93000000e+00 1.00000000e-01 1.02000000e+01
 2.49000000e-01 0.00000000e+00 4.78000000e+00 5.30000000e-01 1.02000000e+01
 2.59000000e-01 0.00000000e+00 4.63000000e+00 1.05000000e+00 1.02000000e+01
 2.69000000e-01 0.00000000e+00 4.48000000e+00 1.52000000e+00 1.02000000e+01
 2.79000000e-01 0.00000000e+00 4.34000000e+00 1.94000000e+00 1.02000000e+01
 2.89000000e-01 0.00000000e+00 4.19000000e+00 2.32000000e+00 1.02000000e+01
 2.99000000e-01 0.00000000e+00 4.04000000e+00 2.63000000e+00 1.02000000e+01
 3.09000000e-01 0.00000000e+00 3.89000000e+00 2.91000000e+00 1.02000000e+01
 3.19000000e-01 0.00000000e+00 3.74000000e+00 3.15000000e+00 1.02000000e+01
 3.29000000e-01 0.00000000e+00 3.58000000e+00 3.40000000e+00 1.02000000e+01
 3.39000000e-01 0.00000000e+00 3.43000000e+00 3.53000000e+00 1.02000000e+01
 3.49000000e-01 0.00000000e+00 3.30000000e+00 3.59000000e+00 1.02000000e+01
 3.59000000e-01 0.00000000e+00 3.20000000e+00 3.55000000e+00 1.02000000e+01
 3.69000000e-01 0.00000000e+00 3.12000000e+00 3.44000000e+00 1.02000000e+01
 3.81000000e-01 1.00000000e+00 3.05000000e+00 3.28000000e+00 5.00000000e-01
 3.89000000e-01 1.00000000e+00 2.99000000e+00 3.01000000e+00 1.00000000e+00
 3.99000000e-01 1.00000000e+00 2.96000000e+00 3.01000000e+00 1.60000000e+00
 4.09000000e-01 1.00000000e+00 3.06000000e+00 3.93000000e+00 2.20000000e+00
 4.19000000e-01 1.00000000e+00 4.94000000e+00 4.79000000e+00 3.00000000e+00
 4.29000000e-01 1.00000000e+00 8.23000000e+00 9.29000000e+00 4.60000000e+00
 4.39000000e-01 1.00000000e+00 9.57000000e+00 1.81000000e+01 7.60000000e+00
 4.49000000e-01 1.00000000e+00 9.28000000e+00 2.62000000e+01 1.19000000e+01
 4.59000000e-01 1.00000000e+00 9.68000000e+00 3.19800000e+01 1.73000000e+01
 4.69000000e-01 1.00000000e+00 1.07700000e+01 3.77900000e+01 2.36000000e+01
 4.80000000e-01 1.00000000e+00 1.13900000e+01 4.50400000e+01 3.11000000e+01
 4.90000000e-01 1.00000000e+00 1.16600000e+01 4.82600000e+01 3.91000000e+01
 5.03000000e-01 1.00000000e+00 1.23400000e+01 4.68500000e+01 4.69000000e+01
 5.09000000e-01 1.00000000e+00 1.30100000e+01 4.69800000e+01 5.48000000e+01
 5.19000000e-01 1.00000000e+00 1.32900000e+01 4.94600000e+01 6.30000000e+01
